date,city,cid,industry,platform,number,amount
202404,高雄市,E,印刷及資料儲存媒體複製業,無載具,4141,2787289
202203,屏東縣,T,創作及藝術表演業,無載具,243,157582
202404,南投縣,M,其他專業、科學及技術服務業,無載具,317,35785
202203,臺中市,B,證券期貨及金融輔助業,使用載具,11805,1491608
202203,臺南市,D,影片及電視節目業；聲音錄製及音樂發行業,無載具,31169,6439843
202404,澎湖縣,X,企業總管理機構及管理顧問業,無載具,95,707501
202203,臺北市,A,其他製造業,使用載具,2117,24217436
202404,宜蘭縣,G,食品及飼品製造業,使用載具,56188,25925643
202203,南投縣,M,個人及家庭用品維修業,使用載具,279,953725
202203,臺北市,A,電力及燃氣供應業,無載具,21342,158726485
202203,臺東縣,V,運動、娛樂及休閒服務業,使用載具,775,1707781
202404,南投縣,M,皮革、毛皮及其製品製造業,無載具,113,174280
202404,南投縣,M,建築工程業,無載具,4296,219460
202404,南投縣,M,非金屬礦物製品製造業,無載具,3225,1101620
202203,臺南市,D,金融服務業,無載具,8331,4690126
202404,臺南市,D,基本金屬製造業,無載具,632,144255786
202404,臺北市,A,電信業,無載具,95345,473552596
202404,雲林縣,P,資訊服務業,無載具,1071,1652612
202203,南投縣,M,旅行及相關服務業,使用載具,1,380
202404,臺南市,D,漁業,無載具,60,53280
202404,臺北市,A,菸草製造業,無載具,9,25003
202404,澎湖縣,X,創作及藝術表演業,使用載具,253,76349
202404,新竹市,O,人力仲介及供應業,無載具,1971,3928174
202404,臺中市,B,租賃業,無載具,7231,57704882
202404,臺北市,A,其他運輸工具及其零件製造業,無載具,781,42439514
202404,臺南市,D,藥品及醫用化學製品製造業,無載具,39671,398298699
202203,臺北市,A,產業用機械設備維修及安裝業,使用載具,68,933273
202203,彰化縣,N,電子零組件製造業,無載具,871,319770260
202404,彰化縣,N,其他專業、科學及技術服務業,使用載具,21,158090
202404,基隆市,C,專門營造業,使用載具,82,598864
202203,臺北市,A,飲料製造業,無載具,29021,12350232
202404,高雄市,E,農、牧業,無載具,14911,64989014
202203,臺東縣,V,零售業,無載具,1613387,516570043
202404,高雄市,E,旅行及相關服務業,使用載具,51,22698
202404,臺北市,A,電信業,使用載具,15260531,11170974424
202203,桃園市,H,金屬製品製造業,無載具,4767,218974155
202203,花蓮縣,U,電力及燃氣供應業,無載具,357,1047490
202203,桃園市,H,行政支援服務業,使用載具,10087,1560610
202203,臺南市,D,產業用機械設備維修及安裝業,無載具,18,14418962
202404,臺中市,B,不動產經營及相關服務業,使用載具,192119,242229897
202203,苗栗縣,K,陸上運輸業,無載具,6512,3292808
202203,花蓮縣,U,陸上運輸業,無載具,12092,5675525
202203,臺南市,D,金屬製品製造業,無載具,244,217340785
202404,宜蘭縣,G,電力設備及配備製造業,使用載具,164528,224175408
202404,高雄市,E,郵政及快遞業,使用載具,37622,6358250
202404,新北市,F,電信業,使用載具,2065579,1254598428
202404,嘉義縣,Q,電信業,使用載具,7650,12560813
202203,宜蘭縣,G,研究發展服務業,使用載具,6,6298
202203,臺北市,A,批發業,使用載具,4233054,5807341323
202404,嘉義縣,Q,租賃業,使用載具,965,1401047
202203,新北市,F,廣播、電視節目編排及傳播業,無載具,32589,61781983
202404,臺中市,B,倉儲業,無載具,743,4694883
202404,花蓮縣,U,零售業,使用載具,2604505,657982182
202404,新北市,F,化學原材料、肥料、氮化合物、塑橡膠原料及人造纖維製造業,無載具,209,15914644
202203,臺北市,A,醫療保健業,無載具,3939,53903630
202404,臺南市,D,教育業,使用載具,5813,16785711
202404,屏東縣,T,陸上運輸業,無載具,5233,4075382
202203,新北市,F,建築、工程服務及技術檢測、分析服務業,使用載具,3083,3996727
202203,新竹市,O,石油及煤製品製造業,無載具,141788,50251560
202203,屏東縣,T,汽車及其零件製造業,無載具,50,322272
202203,澎湖縣,X,廣播、電視節目編排及傳播業,無載具,9,7930
202203,嘉義縣,Q,金融服務業,使用載具,139,39469
202404,新北市,F,人力仲介及供應業,無載具,90147,31595917
202404,桃園市,H,土木工程業,使用載具,19,291179
202203,新竹縣,J,電腦程式設計、諮詢及相關服務業,使用載具,12991,6010812
202203,彰化縣,N,成衣及服飾品製造業,無載具,712,1307826
202404,彰化縣,N,金屬製品製造業,使用載具,208,260467
202203,臺南市,D,家具製造業,使用載具,177,1865059
202404,桃園市,H,郵政及快遞業,使用載具,3538,688960
202203,新竹縣,J,批發業,使用載具,67592,54420983
202404,彰化縣,N,廢棄物清除、處理及資源回收處理業,無載具,19,12285680
202203,臺北市,A,藥品及醫用化學製品製造業,使用載具,80,554391
202404,嘉義市,I,農、牧業,使用載具,11,23974
202203,臺北市,A,居住型照顧服務業,無載具,635,628469
202203,屏東縣,T,資訊服務業,無載具,25,9501
202203,金門縣,W,郵政及快遞業,使用載具,3608,622299
202203,苗栗縣,K,批發業,使用載具,79299,84002201
202203,桃園市,H,其他化學製品製造業,使用載具,10232,29675446
202203,臺中市,B,倉儲業,使用載具,1,150
202203,雲林縣,P,其他化學製品製造業,使用載具,38,34184
202404,臺南市,D,建築工程業,使用載具,501,668800
202203,桃園市,H,宗教、職業及類似組織,無載具,25,329565
202404,新北市,F,專門營造業,無載具,3620,691022208
202404,南投縣,M,零售業,使用載具,2927760,821834042
202404,臺南市,D,印刷及資料儲存媒體複製業,無載具,1667,784868
202404,花蓮縣,U,陸上運輸業,無載具,7284,2891038
202404,臺北市,A,教育業,無載具,33667,180117052
202404,臺中市,B,出版業,使用載具,2839,12637572
202404,桃園市,H,居住型照顧服務業,使用載具,28,40267
202203,臺東縣,V,影片及電視節目業；聲音錄製及音樂發行業,使用載具,816,132828
202203,新竹縣,J,石油及煤製品製造業,使用載具,17179,7798180
202404,基隆市,C,企業總管理機構及管理顧問業,使用載具,1304,442250
202203,新北市,F,醫療保健業,無載具,551,32276213
202404,新竹縣,J,運輸輔助業,使用載具,176320,15947081
202404,彰化縣,N,陸上運輸業,無載具,13017,14145046
202404,新竹市,O,基本金屬製造業,使用載具,13521,18606887
202404,臺中市,B,住宿業,使用載具,48348,112021443
202404,嘉義市,I,住宿業,無載具,24836,70912258
202203,宜蘭縣,G,資訊服務業,無載具,610,2417901
202203,新北市,F,印刷及資料儲存媒體複製業,使用載具,7900,23788281
202404,臺北市,A,運輸輔助業,無載具,1804075,3431250159
202404,新竹市,O,企業總管理機構及管理顧問業,使用載具,913,1363297
202203,宜蘭縣,G,零售業,使用載具,2035022,431454274
202203,宜蘭縣,G,不動產經營及相關服務業,使用載具,283,241773
202404,屏東縣,T,不動產經營及相關服務業,無載具,22642,17125921
202404,屏東縣,T,不動產開發業,無載具,530,240276
202404,基隆市,C,住宿業,無載具,5610,16359732
202203,屏東縣,T,租賃業,使用載具,52,143129
202404,臺東縣,V,運輸輔助業,無載具,25071,1319460
202203,彰化縣,N,企業總管理機構及管理顧問業,無載具,4437,3608083
202203,澎湖縣,X,未分類其他服務業,無載具,461,1033611
202404,苗栗縣,K,資訊服務業,使用載具,93,14262
202404,彰化縣,N,建築物及綠化服務業,使用載具,69,17484
202203,雲林縣,P,農、牧業,無載具,2684,2737407
202404,新北市,F,證券期貨及金融輔助業,無載具,320373,43057428
202203,金門縣,W,專門設計業,使用載具,110,91460
202404,新竹縣,J,人力仲介及供應業,無載具,15831,3558076
202203,臺北市,A,不動產經營及相關服務業,無載具,102604,4738296938
202404,臺北市,A,農、牧業,無載具,1780,97867206
202203,臺東縣,V,個人及家庭用品維修業,使用載具,101,151200
202203,臺南市,D,電腦程式設計、諮詢及相關服務業,使用載具,2351,4356706
202203,嘉義縣,Q,其他製造業,使用載具,30,6500
202404,桃園市,H,金融服務業,無載具,1820,5782874
202308,高雄市,E,紡織業,使用載具,511,1159008
202308,臺北市,A,廣告業及市場研究業,使用載具,116946,92321051
202208,臺南市,D,影片及電視節目業；聲音錄製及音樂發行業,使用載具,9948,1775165
202308,屏東縣,T,創作及藝術表演業,使用載具,2,4159
202208,彰化縣,N,家具製造業,無載具,18,1423483
202208,新竹縣,J,石油及煤製品製造業,無載具,76129,30133283
202205,雲林縣,P,行政支援服務業,使用載具,2688,148789
202208,桃園市,H,人力仲介及供應業,無載具,40177,20965362
202208,宜蘭縣,G,電信業,使用載具,335624,185494367
202205,桃園市,H,運輸輔助業,無載具,919381,120287666
202208,屏東縣,T,影片及電視節目業；聲音錄製及音樂發行業,使用載具,1995,1177270
202205,彰化縣,N,建築、工程服務及技術檢測、分析服務業,使用載具,10,101535
202205,高雄市,E,紙漿、紙及紙製品製造業,使用載具,3,4350
202308,臺中市,B,運動、娛樂及休閒服務業,無載具,187198,216974445
202208,桃園市,H,電腦程式設計、諮詢及相關服務業,使用載具,3611,10327389
202308,苗栗縣,K,飲料製造業,無載具,8183,3188610
202208,臺南市,D,建築物及綠化服務業,無載具,1509,2010873
202205,臺中市,B,紙漿、紙及紙製品製造業,無載具,955,32473472
202308,新竹縣,J,金融服務業,無載具,1,808
202205,花蓮縣,U,電力及燃氣供應業,使用載具,109826,138698121
202208,臺南市,D,零售業,無載具,21185677,8692429370
202308,彰化縣,N,個人及家庭用品維修業,使用載具,18855,12788609
202205,嘉義縣,Q,化學原材料、肥料、氮化合物、塑橡膠原料及人造纖維製造業,無載具,22,57917619
202208,桃園市,H,其他化學製品製造業,無載具,8039,13212266
202308,雲林縣,P,非金屬礦物製品製造業,無載具,50,6832374
202308,新竹市,O,創作及藝術表演業,使用載具,115,383539
202208,高雄市,E,影片及電視節目業；聲音錄製及音樂發行業,無載具,44723,8788152
202208,桃園市,H,用水供應業,使用載具,423114,188279104
202208,彰化縣,N,廢棄物清除、處理及資源回收處理業,無載具,3,8400
202308,臺東縣,V,未分類其他服務業,無載具,2144,1870966
202205,臺中市,B,企業總管理機構及管理顧問業,無載具,23684,35568183
202308,桃園市,H,居住型照顧服務業,使用載具,23,42033
202308,苗栗縣,K,用水供應業,使用載具,83715,34538558
202308,高雄市,E,金屬製品製造業,無載具,409,280819144
202308,臺中市,B,保險業,無載具,56,90641
202308,新竹市,O,住宿業,無載具,30759,117302546
202308,臺南市,D,教育業,無載具,16799,42821037
202205,彰化縣,N,橡膠製品製造業,使用載具,1346,2250068
202308,新竹市,O,不動產經營及相關服務業,使用載具,20241,3445137
202205,新竹縣,J,居住型照顧服務業,使用載具,267,319701
202205,澎湖縣,X,電力設備及配備製造業,使用載具,31,20935
202205,高雄市,E,陸上運輸業,無載具,33307,25529171
202208,高雄市,E,倉儲業,使用載具,484,180335
202208,澎湖縣,X,航空運輸業,使用載具,910,133947
202308,澎湖縣,X,不動產經營及相關服務業,使用載具,479,39270
202208,嘉義縣,Q,化學原材料、肥料、氮化合物、塑橡膠原料及人造纖維製造業,無載具,21,39862989
202308,臺北市,A,其他製造業,使用載具,662,6622027
202205,屏東縣,T,創作及藝術表演業,無載具,162,53656
202308,新竹縣,J,不動產開發業,使用載具,4200,1004681
202308,屏東縣,T,農、牧業,使用載具,1595,5711417
202208,苗栗縣,K,紡織業,無載具,163,334611
202308,桃園市,H,證券期貨及金融輔助業,使用載具,8472,2448651
202208,基隆市,C,專門營造業,無載具,738,4082159
202208,臺南市,D,人力仲介及供應業,使用載具,20600,8052404
202208,臺北市,A,郵政及快遞業,無載具,9204,6466690
202208,桃園市,H,非金屬礦物製品製造業,使用載具,193,252926
202208,彰化縣,N,印刷及資料儲存媒體複製業,使用載具,1,2690
202205,新北市,F,木竹製品製造業,無載具,515,16106905
202205,高雄市,E,用水供應業,使用載具,537097,201396892
202208,新竹市,O,農、牧業,無載具,24,1171666
202205,雲林縣,P,批發業,使用載具,101472,135606201
202205,新北市,F,廣告業及市場研究業,使用載具,4135,7335679
202308,臺中市,B,皮革、毛皮及其製品製造業,無載具,169,446258
202205,臺北市,A,旅行及相關服務業,無載具,827,4073888
202208,宜蘭縣,G,土木工程業,無載具,859,297417
202205,南投縣,M,電信業,無載具,7036,19700542
202205,桃園市,H,金融服務業,無載具,2099,2631597
202205,臺東縣,V,廣告業及市場研究業,無載具,58,134887
202308,臺北市,A,廢棄物清除、處理及資源回收處理業,無載具,753,105861805
202208,新竹市,O,產業用機械設備維修及安裝業,無載具,50,26529369
202308,彰化縣,N,未分類其他服務業,使用載具,2140,3285274
202205,臺東縣,V,農、牧業,使用載具,325,263367
202208,彰化縣,N,運動、娛樂及休閒服務業,使用載具,21424,19749196
202208,彰化縣,N,皮革、毛皮及其製品製造業,無載具,188,76812349
202308,臺中市,B,居住型照顧服務業,無載具,616,4346329
202308,雲林縣,P,不動產經營及相關服務業,使用載具,142,12830
202208,南投縣,M,不動產開發業,使用載具,41,126284
202208,苗栗縣,K,其他製造業,無載具,1234,197204808
202205,新竹縣,J,運動、娛樂及休閒服務業,使用載具,11370,13460030
202308,宜蘭縣,G,漁業,無載具,50,236393
202208,臺南市,D,紡織業,使用載具,909,11606598
202205,臺北市,A,電信業,使用載具,15497859,10804994310
202208,桃園市,H,電力設備及配備製造業,使用載具,1801,3292261
202205,花蓮縣,U,餐飲業,使用載具,116369,34120198
202208,雲林縣,P,不動產開發業,使用載具,221,7735
202205,臺中市,B,藥品及醫用化學製品製造業,使用載具,6,9962
202205,新竹市,O,不動產開發業,無載具,39755,640188188
202208,基隆市,C,水上運輸業,無載具,85,122857529
202308,南投縣,M,食品及飼品製造業,使用載具,25863,16801675
202205,高雄市,E,基本金屬製造業,使用載具,1181,49813496
202308,臺東縣,V,不動產開發業,無載具,238,17566423
202308,花蓮縣,U,郵政及快遞業,無載具,5593,4042230
202208,雲林縣,P,電腦程式設計、諮詢及相關服務業,使用載具,2,30300
202203,嘉義市,I,零售業,使用載具,1344656,619628590
202203,澎湖縣,X,教育業,無載具,97,286584
202203,臺南市,D,用水供應業,使用載具,344288,133627595
202203,臺中市,B,農、牧業,無載具,10708,18531529
